"","x","y","z"
"20664",4,"d",2016-11-01
"20665",5,"e",2016-12-01
"20666",1,"a",2016-08-01
"20667",1,"b",2016-09-01
"20668",3,"c",2016-10-01
"20669",4,"d",2016-11-01
"20670",5,"e",2016-12-01
"20671",1,"a",2016-08-01
"20672",1,"b",2016-09-01
"20673",3,"c",2016-10-01
"20674",4,"d",2016-11-01
"20675",5,"e",2016-12-01
"20676",1,"a",2016-08-01
"20677",1,"b",2016-09-01
"20678",3,"c",2016-10-01
"20679",4,"d",2016-11-01
"20680",5,"e",2016-12-01
"20681",1,"a",2016-08-01
"20682",1,"b",2016-09-01
"20683",3,"c",2016-10-01
"20684",4,"d",2016-11-01
"20685",5,"e",2016-12-01
"20686",1,"a",2016-08-01
"20687",1,"b",2016-09-01
"20688",3,"c",2016-10-01
"20689",4,"d",2016-11-01
"20690",5,"e",2016-12-01
"20691",1,"a",2016-08-01
"20692",1,"b",2016-09-01
"20693",3,"c",2016-10-01
"20694",4,"d",2016-11-01
"20695",5,"e",2016-12-01
"20696",1,"a",2016-08-01
"20697",1,"b",2016-09-01
"20698",3,"c",2016-10-01
"20699",4,"d",2016-11-01
"20700",5,"e",2016-12-01
"20701",1,"a",2016-08-01
"20702",1,"b",2016-09-01
"20703",3,"c",2016-10-01
"20704",4,"d",2016-11-01
"20705",5,"e",2016-12-01
"20706",1,"a",2016-08-01
"20707",1,"b",2016-09-01
"20708",3,"c",2016-10-01
"20709",4,"d",2016-11-01
"20710",5,"e",2016-12-01
"20711",1,"a",2016-08-01
"20712",1,"b",2016-09-01
"20713",3,"c",2016-10-01
"20714",4,"d",2016-11-01
"20715",5,"e",2016-12-01
"20716",1,"a",2016-08-01
"20717",1,"b",2016-09-01
"20718",3,"c",2016-10-01
"20719",4,"d",2016-11-01
"20720",5,"e",2016-12-01
"20721",1,"a",2016-08-01
"20722",1,"b",2016-09-01
"20723",3,"c",2016-10-01
"20724",4,"d",2016-11-01
"20725",5,"e",2016-12-01
"20726",1,"a",2016-08-01
"20727",1,"b",2016-09-01
"20728",3,"c",2016-10-01
"20729",4,"d",2016-11-01
"20730",5,"e",2016-12-01
"20731",1,"a",2016-08-01
"20732",1,"b",2016-09-01
"20733",3,"c",2016-10-01
"20734",4,"d",2016-11-01
"20735",5,"e",2016-12-01
"20736",1,"a",2016-08-01
"20737",1,"b",2016-09-01
"20738",3,"c",2016-10-01
"20739",4,"d",2016-11-01
"20740",5,"e",2016-12-01
"20741",1,"a",2016-08-01
"20742",1,"b",2016-09-01
"20743",3,"c",2016-10-01
"20744",4,"d",2016-11-01
"20745",5,"e",2016-12-01
"20746",1,"a",2016-08-01
"20747",1,"b",2016-09-01
"20748",3,"c",2016-10-01
"20749",4,"d",2016-11-01
"20750",5,"e",2016-12-01
"20751",1,"a",2016-08-01
"20752",1,"b",2016-09-01
"20753",3,"c",2016-10-01
"20754",4,"d",2016-11-01
"20755",5,"e",2016-12-01
"20756",1,"a",2016-08-01
"20757",1,"b",2016-09-01
"20758",3,"c",2016-10-01
"20759",4,"d",2016-11-01
"20760",5,"e",2016-12-01
"20761",1,"a",2016-08-01
"20762",1,"b",2016-09-01
"20763",3,"c",2016-10-01
"20764",4,"d",2016-11-01
"20765",5,"e",2016-12-01
"20766",1,"a",2016-08-01
"20767",1,"b",2016-09-01
"20768",3,"c",2016-10-01
"20769",4,"d",2016-11-01
"20770",5,"e",2016-12-01
"20771",1,"a",2016-08-01
"20772",1,"b",2016-09-01
"20773",3,"c",2016-10-01
"20774",4,"d",2016-11-01
"20775",5,"e",2016-12-01
"20776",1,"a",2016-08-01
"20777",1,"b",2016-09-01
"20778",3,"c",2016-10-01
"20779",4,"d",2016-11-01
"20780",5,"e",2016-12-01
"20781",1,"a",2016-08-01
"20782",1,"b",2016-09-01
"20783",3,"c",2016-10-01
"20784",4,"d",2016-11-01
"20785",5,"e",2016-12-01
"20786",1,"a",2016-08-01
"20787",1,"b",2016-09-01
"20788",3,"c",2016-10-01
"20789",4,"d",2016-11-01
"20790",5,"e",2016-12-01
"20791",1,"a",2016-08-01
"20792",1,"b",2016-09-01
"20793",3,"c",2016-10-01
"20794",4,"d",2016-11-01
"20795",5,"e",2016-12-01
"20796",1,"a",2016-08-01
"20797",1,"b",2016-09-01
"20798",3,"c",2016-10-01
"20799",4,"d",2016-11-01
"20800",5,"e",2016-12-01
"20801",1,"a",2016-08-01
"20802",1,"b",2016-09-01
"20803",3,"c",2016-10-01
"20804",4,"d",2016-11-01
"20805",5,"e",2016-12-01
"20806",1,"a",2016-08-01
"20807",1,"b",2016-09-01
"20808",3,"c",2016-10-01
"20809",4,"d",2016-11-01
"20810",5,"e",2016-12-01
"20811",1,"a",2016-08-01
"20812",1,"b",2016-09-01
"20813",3,"c",2016-10-01
"20814",4,"d",2016-11-01
"20815",5,"e",2016-12-01
"20816",1,"a",2016-08-01
"20817",1,"b",2016-09-01
"20818",3,"c",2016-10-01
"20819",4,"d",2016-11-01
"20820",5,"e",2016-12-01
"20821",1,"a",2016-08-01
"20822",1,"b",2016-09-01
"20823",3,"c",2016-10-01
"20824",4,"d",2016-11-01
"20825",5,"e",2016-12-01
"20826",1,"a",2016-08-01
"20827",1,"b",2016-09-01
"20828",3,"c",2016-10-01
"20829",4,"d",2016-11-01
"20830",5,"e",2016-12-01
"20831",1,"a",2016-08-01
"20832",1,"b",2016-09-01
"20833",3,"c",2016-10-01
"20834",4,"d",2016-11-01
"20835",5,"e",2016-12-01
"20836",1,"a",2016-08-01
"20837",1,"b",2016-09-01
"20838",3,"c",2016-10-01
"20839",4,"d",2016-11-01
"20840",5,"e",2016-12-01
"20841",1,"a",2016-08-01
"20842",1,"b",2016-09-01
"20843",3,"c",2016-10-01
"20844",4,"d",2016-11-01
"20845",5,"e",2016-12-01
"20846",1,"a",2016-08-01
"20847",1,"b",2016-09-01
"20848",3,"c",2016-10-01
"20849",4,"d",2016-11-01
"20850",5,"e",2016-12-01
"20851",1,"a",2016-08-01
"20852",1,"b",2016-09-01
"20853",3,"c",2016-10-01
"20854",4,"d",2016-11-01
"20855",5,"e",2016-12-01
"20856",1,"a",2016-08-01
"20857",1,"b",2016-09-01
"20858",3,"c",2016-10-01
"20859",4,"d",2016-11-01
"20860",5,"e",2016-12-01
"20861",1,"a",2016-08-01
"20862",1,"b",2016-09-01
"20863",3,"c",2016-10-01
"20864",4,"d",2016-11-01
"20865",5,"e",2016-12-01
"20866",1,"a",2016-08-01
"20867",1,"b",2016-09-01
"20868",3,"c",2016-10-01
"20869",4,"d",2016-11-01
"20870",5,"e",2016-12-01
"20871",1,"a",2016-08-01
"20872",1,"b",2016-09-01
"20873",3,"c",2016-10-01
"20874",4,"d",2016-11-01
"20875",5,"e",2016-12-01
"20876",1,"a",2016-08-01
"20877",1,"b",2016-09-01
"20878",3,"c",2016-10-01
"20879",4,"d",2016-11-01
"20880",5,"e",2016-12-01
"20881",1,"a",2016-08-01
"20882",1,"b",2016-09-01
"20883",3,"c",2016-10-01
"20884",4,"d",2016-11-01
"20885",5,"e",2016-12-01
"20886",1,"a",2016-08-01
"20887",1,"b",2016-09-01
"20888",3,"c",2016-10-01
"20889",4,"d",2016-11-01
"20890",5,"e",2016-12-01
"20891",1,"a",2016-08-01
"20892",1,"b",2016-09-01
"20893",3,"c",2016-10-01
"20894",4,"d",2016-11-01
"20895",5,"e",2016-12-01
"20896",1,"a",2016-08-01
"20897",1,"b",2016-09-01
"20898",3,"c",2016-10-01
"20899",4,"d",2016-11-01
"20900",5,"e",2016-12-01
"20901",1,"a",2016-08-01
"20902",1,"b",2016-09-01
"20903",3,"c",2016-10-01
"20904",4,"d",2016-11-01
"20905",5,"e",2016-12-01
"20906",1,"a",2016-08-01
"20907",1,"b",2016-09-01
"20908",3,"c",2016-10-01
"20909",4,"d",2016-11-01
"20910",5,"e",2016-12-01
"20911",1,"a",2016-08-01
"20912",1,"b",2016-09-01
"20913",3,"c",2016-10-01
"20914",4,"d",2016-11-01
"20915",5,"e",2016-12-01
"20916",1,"a",2016-08-01
"20917",1,"b",2016-09-01
"20918",3,"c",2016-10-01
"20919",4,"d",2016-11-01
"20920",5,"e",2016-12-01
"20921",1,"a",2016-08-01
"20922",1,"b",2016-09-01
"20923",3,"c",2016-10-01
"20924",4,"d",2016-11-01
"20925",5,"e",2016-12-01
"20926",1,"a",2016-08-01
"20927",1,"b",2016-09-01
"20928",3,"c",2016-10-01
"20929",4,"d",2016-11-01
"20930",5,"e",2016-12-01
"20931",1,"a",2016-08-01
"20932",1,"b",2016-09-01
"20933",3,"c",2016-10-01
"20934",4,"d",2016-11-01
"20935",5,"e",2016-12-01
"20936",1,"a",2016-08-01
"20937",1,"b",2016-09-01
"20938",3,"c",2016-10-01
"20939",4,"d",2016-11-01
"20940",5,"e",2016-12-01
"20941",1,"a",2016-08-01
"20942",1,"b",2016-09-01
"20943",3,"c",2016-10-01
"20944",4,"d",2016-11-01
"20945",5,"e",2016-12-01
"20946",1,"a",2016-08-01
"20947",1,"b",2016-09-01
"20948",3,"c",2016-10-01
"20949",4,"d",2016-11-01
"20950",5,"e",2016-12-01
"20951",1,"a",2016-08-01
"20952",1,"b",2016-09-01
"20953",3,"c",2016-10-01
"20954",4,"d",2016-11-01
"20955",5,"e",2016-12-01
"20956",1,"a",2016-08-01
"20957",1,"b",2016-09-01
"20958",3,"c",2016-10-01
"20959",4,"d",2016-11-01
"20960",5,"e",2016-12-01
"20961",1,"a",2016-08-01
"20962",1,"b",2016-09-01
"20963",3,"c",2016-10-01
"20964",4,"d",2016-11-01
"20965",5,"e",2016-12-01
"20966",1,"a",2016-08-01
"20967",1,"b",2016-09-01
"20968",3,"c",2016-10-01
"20969",4,"d",2016-11-01
"20970",5,"e",2016-12-01
"20971",1,"a",2016-08-01
"20972",1,"b",2016-09-01
"20973",3,"c",2016-10-01
"20974",4,"d",2016-11-01
"20975",5,"e",2016-12-01
"20976",1,"a",2016-08-01
"20977",1,"b",2016-09-01
"20978",3,"c",2016-10-01
"20979",4,"d",2016-11-01
"20980",5,"e",2016-12-01
"20981",1,"a",2016-08-01
"20982",1,"b",2016-09-01
"20983",3,"c",2016-10-01
"20984",4,"d",2016-11-01
"20985",5,"e",2016-12-01
"20986",1,"a",2016-08-01
"20987",1,"b",2016-09-01
"20988",3,"c",2016-10-01
"20989",4,"d",2016-11-01
"20990",5,"e",2016-12-01
"20991",1,"a",2016-08-01
"20992",1,"b",2016-09-01
"20993",3,"c",2016-10-01
"20994",4,"d",2016-11-01
"20995",5,"e",2016-12-01
"20996",1,"a",2016-08-01
"20997",1,"b",2016-09-01
"20998",3,"c",2016-10-01
"20999",4,"d",2016-11-01
"21000",5,"e",2016-12-01
"21001",1,"a",2016-08-01
"21002",1,"b",2016-09-01
"21003",3,"c",2016-10-01
"21004",4,"d",2016-11-01
"21005",5,"e",2016-12-01
"21006",1,"a",2016-08-01
"21007",1,"b",2016-09-01
"21008",3,"c",2016-10-01
"21009",4,"d",2016-11-01
"21010",5,"e",2016-12-01
"21011",1,"a",2016-08-01
"21012",1,"b",2016-09-01
"21013",3,"c",2016-10-01
"21014",4,"d",2016-11-01
"21015",5,"e",2016-12-01
"21016",1,"a",2016-08-01
"21017",1,"b",2016-09-01
"21018",3,"c",2016-10-01
"21019",4,"d",2016-11-01
"21020",5,"e",2016-12-01
"21021",1,"a",2016-08-01
"21022",1,"b",2016-09-01
"21023",3,"c",2016-10-01
"21024",4,"d",2016-11-01
"21025",5,"e",2016-12-01
"21026",1,"a",2016-08-01
"21027",1,"b",2016-09-01
"21028",3,"c",2016-10-01
"21029",4,"d",2016-11-01
"21030",5,"e",2016-12-01
"21031",1,"a",2016-08-01
"21032",1,"b",2016-09-01
"21033",3,"c",2016-10-01
"21034",4,"d",2016-11-01
"21035",5,"e",2016-12-01
"21036",1,"a",2016-08-01
"21037",1,"b",2016-09-01
"21038",3,"c",2016-10-01
"21039",4,"d",2016-11-01
"21040",5,"e",2016-12-01
"21041",1,"a",2016-08-01
"21042",1,"b",2016-09-01
"21043",3,"c",2016-10-01
"21044",4,"d",2016-11-01
"21045",5,"e",2016-12-01
"21046",1,"a",2016-08-01
"21047",1,"b",2016-09-01
"21048",3,"c",2016-10-01
"21049",4,"d",2016-11-01
"21050",5,"e",2016-12-01
"21051",1,"a",2016-08-01
"21052",1,"b",2016-09-01
"21053",3,"c",2016-10-01
"21054",4,"d",2016-11-01
"21055",5,"e",2016-12-01
"21056",1,"a",2016-08-01
"21057",1,"b",2016-09-01
"21058",3,"c",2016-10-01
"21059",4,"d",2016-11-01
"21060",5,"e",2016-12-01
"21061",1,"a",2016-08-01
"21062",1,"b",2016-09-01
"21063",3,"c",2016-10-01
"21064",4,"d",2016-11-01
"21065",5,"e",2016-12-01
"21066",1,"a",2016-08-01
"21067",1,"b",2016-09-01
"21068",3,"c",2016-10-01
"21069",4,"d",2016-11-01
"21070",5,"e",2016-12-01
"21071",1,"a",2016-08-01
"21072",1,"b",2016-09-01
"21073",3,"c",2016-10-01
"21074",4,"d",2016-11-01
"21075",5,"e",2016-12-01
"21076",1,"a",2016-08-01
"21077",1,"b",2016-09-01
"21078",3,"c",2016-10-01
"21079",4,"d",2016-11-01
"21080",5,"e",2016-12-01
"21081",1,"a",2016-08-01
"21082",1,"b",2016-09-01
"21083",3,"c",2016-10-01
"21084",4,"d",2016-11-01
"21085",5,"e",2016-12-01
"21086",1,"a",2016-08-01
"21087",1,"b",2016-09-01
"21088",3,"c",2016-10-01
"21089",4,"d",2016-11-01
"21090",5,"e",2016-12-01
"21091",1,"a",2016-08-01
"21092",1,"b",2016-09-01
"21093",3,"c",2016-10-01
"21094",4,"d",2016-11-01
"21095",5,"e",2016-12-01
"21096",1,"a",2016-08-01
"21097",1,"b",2016-09-01
"21098",3,"c",2016-10-01
"21099",4,"d",2016-11-01
"21100",5,"e",2016-12-01
"21101",1,"a",2016-08-01
"21102",1,"b",2016-09-01
"21103",3,"c",2016-10-01
"21104",4,"d",2016-11-01
"21105",5,"e",2016-12-01
"21106",1,"a",2016-08-01
"21107",1,"b",2016-09-01
"21108",3,"c",2016-10-01
"21109",4,"d",2016-11-01
"21110",5,"e",2016-12-01
"21111",1,"a",2016-08-01
"21112",1,"b",2016-09-01
"21113",3,"c",2016-10-01
"21114",4,"d",2016-11-01
"21115",5,"e",2016-12-01
"21116",1,"a",2016-08-01
"21117",1,"b",2016-09-01
"21118",3,"c",2016-10-01
"21119",4,"d",2016-11-01
"21120",5,"e",2016-12-01
"21121",1,"a",2016-08-01
"21122",1,"b",2016-09-01
"21123",3,"c",2016-10-01
"21124",4,"d",2016-11-01
"21125",5,"e",2016-12-01
"21126",1,"a",2016-08-01
"21127",1,"b",2016-09-01
"21128",3,"c",2016-10-01
"21129",4,"d",2016-11-01
"21130",5,"e",2016-12-01
"21131",1,"a",2016-08-01
"21132",1,"b",2016-09-01
"21133",3,"c",2016-10-01
"21134",4,"d",2016-11-01
"21135",5,"e",2016-12-01
"21136",1,"a",2016-08-01
"21137",1,"b",2016-09-01
"21138",3,"c",2016-10-01
"21139",4,"d",2016-11-01
"21140",5,"e",2016-12-01
"21141",1,"a",2016-08-01
"21142",1,"b",2016-09-01
"21143",3,"c",2016-10-01
"21144",4,"d",2016-11-01
"21145",5,"e",2016-12-01
"21146",1,"a",2016-08-01
"21147",1,"b",2016-09-01
"21148",3,"c",2016-10-01
"21149",4,"d",2016-11-01
"21150",5,"e",2016-12-01
"21151",1,"a",2016-08-01
"21152",1,"b",2016-09-01
"21153",3,"c",2016-10-01
"21154",4,"d",2016-11-01
"21155",5,"e",2016-12-01
"21156",1,"a",2016-08-01
"21157",1,"b",2016-09-01
"21158",3,"c",2016-10-01
"21159",4,"d",2016-11-01
"21160",5,"e",2016-12-01
"21161",1,"a",2016-08-01
"21162",1,"b",2016-09-01
"21163",3,"c",2016-10-01
"21164",4,"d",2016-11-01
"21165",5,"e",2016-12-01
"21166",1,"a",2016-08-01
"21167",1,"b",2016-09-01
"21168",3,"c",2016-10-01
"21169",4,"d",2016-11-01
"21170",5,"e",2016-12-01
"21171",1,"a",2016-08-01
"21172",1,"b",2016-09-01
"21173",3,"c",2016-10-01
"21174",4,"d",2016-11-01
"21175",5,"e",2016-12-01
"21176",1,"a",2016-08-01
"21177",1,"b",2016-09-01
"21178",3,"c",2016-10-01
"21179",4,"d",2016-11-01
"21180",5,"e",2016-12-01
"21181",1,"a",2016-08-01
"21182",1,"b",2016-09-01
"21183",3,"c",2016-10-01
"21184",4,"d",2016-11-01
"21185",5,"e",2016-12-01
"21186",1,"a",2016-08-01
"21187",1,"b",2016-09-01
"21188",3,"c",2016-10-01
"21189",4,"d",2016-11-01
"21190",5,"e",2016-12-01
"21191",1,"a",2016-08-01
"21192",1,"b",2016-09-01
"21193",3,"c",2016-10-01
"21194",4,"d",2016-11-01
"21195",5,"e",2016-12-01
"21196",1,"a",2016-08-01
"21197",1,"b",2016-09-01
"21198",3,"c",2016-10-01
"21199",4,"d",2016-11-01
"21200",5,"e",2016-12-01
"21201",1,"a",2016-08-01
"21202",1,"b",2016-09-01
"21203",3,"c",2016-10-01
"21204",4,"d",2016-11-01
"21205",5,"e",2016-12-01
"21206",1,"a",2016-08-01
"21207",1,"b",2016-09-01
"21208",3,"c",2016-10-01
"21209",4,"d",2016-11-01
"21210",5,"e",2016-12-01
"21211",1,"a",2016-08-01
"21212",1,"b",2016-09-01
"21213",3,"c",2016-10-01
"21214",4,"d",2016-11-01
"21215",5,"e",2016-12-01
"21216",1,"a",2016-08-01
"21217",1,"b",2016-09-01
"21218",3,"c",2016-10-01
"21219",4,"d",2016-11-01
"21220",5,"e",2016-12-01
"21221",1,"a",2016-08-01
"21222",1,"b",2016-09-01
"21223",3,"c",2016-10-01
"21224",4,"d",2016-11-01
"21225",5,"e",2016-12-01
"21226",1,"a",2016-08-01
"21227",1,"b",2016-09-01
"21228",3,"c",2016-10-01
"21229",4,"d",2016-11-01
"21230",5,"e",2016-12-01
"21231",1,"a",2016-08-01
"21232",1,"b",2016-09-01
"21233",3,"c",2016-10-01
"21234",4,"d",2016-11-01
"21235",5,"e",2016-12-01
"21236",1,"a",2016-08-01
"21237",1,"b",2016-09-01
"21238",3,"c",2016-10-01
"21239",4,"d",2016-11-01
"21240",5,"e",2016-12-01
"21241",1,"a",2016-08-01
"21242",1,"b",2016-09-01
"21243",3,"c",2016-10-01
"21244",4,"d",2016-11-01
"21245",5,"e",2016-12-01
"21246",1,"a",2016-08-01
"21247",1,"b",2016-09-01
"21248",3,"c",2016-10-01
"21249",4,"d",2016-11-01
"21250",5,"e",2016-12-01
"21251",1,"a",2016-08-01
"21252",1,"b",2016-09-01
"21253",3,"c",2016-10-01
"21254",4,"d",2016-11-01
"21255",5,"e",2016-12-01
"21256",1,"a",2016-08-01
"21257",1,"b",2016-09-01
"21258",3,"c",2016-10-01
"21259",4,"d",2016-11-01
"21260",5,"e",2016-12-01
"21261",1,"a",2016-08-01
"21262",1,"b",2016-09-01
"21263",3,"c",2016-10-01
"21264",4,"d",2016-11-01
"21265",5,"e",2016-12-01
"21266",1,"a",2016-08-01
"21267",1,"b",2016-09-01
"21268",3,"c",2016-10-01
"21269",4,"d",2016-11-01
"21270",5,"e",2016-12-01
"21271",1,"a",2016-08-01
"21272",1,"b",2016-09-01
"21273",3,"c",2016-10-01
"21274",4,"d",2016-11-01
"21275",5,"e",2016-12-01
"21276",1,"a",2016-08-01
"21277",1,"b",2016-09-01
"21278",3,"c",2016-10-01
"21279",4,"d",2016-11-01
"21280",5,"e",2016-12-01
"21281",1,"a",2016-08-01
"21282",1,"b",2016-09-01
"21283",3,"c",2016-10-01
"21284",4,"d",2016-11-01
"21285",5,"e",2016-12-01
"21286",1,"a",2016-08-01
"21287",1,"b",2016-09-01
"21288",3,"c",2016-10-01
"21289",4,"d",2016-11-01
"21290",5,"e",2016-12-01
"21291",1,"a",2016-08-01
"21292",1,"b",2016-09-01
"21293",3,"c",2016-10-01
"21294",4,"d",2016-11-01
"21295",5,"e",2016-12-01
"21296",1,"a",2016-08-01
"21297",1,"b",2016-09-01
"21298",3,"c",2016-10-01
"21299",4,"d",2016-11-01
"21300",5,"e",2016-12-01
"21301",1,"a",2016-08-01
"21302",1,"b",2016-09-01
"21303",3,"c",2016-10-01
"21304",4,"d",2016-11-01
"21305",5,"e",2016-12-01
"21306",1,"a",2016-08-01
"21307",1,"b",2016-09-01
"21308",3,"c",2016-10-01
"21309",4,"d",2016-11-01
"21310",5,"e",2016-12-01
"21311",1,"a",2016-08-01
"21312",1,"b",2016-09-01
"21313",3,"c",2016-10-01
"21314",4,"d",2016-11-01
"21315",5,"e",2016-12-01
"21316",1,"a",2016-08-01
"21317",1,"b",2016-09-01
"21318",3,"c",2016-10-01
"21319",4,"d",2016-11-01
"21320",5,"e",2016-12-01
"21321",1,"a",2016-08-01
"21322",1,"b",2016-09-01
"21323",3,"c",2016-10-01
"21324",4,"d",2016-11-01
"21325",5,"e",2016-12-01
"21326",1,"a",2016-08-01
"21327",1,"b",2016-09-01
"21328",3,"c",2016-10-01
"21329",4,"d",2016-11-01
"21330",5,"e",2016-12-01
"21331",1,"a",2016-08-01
"21332",1,"b",2016-09-01
"21333",3,"c",2016-10-01
"21334",4,"d",2016-11-01
"21335",5,"e",2016-12-01
"21336",1,"a",2016-08-01
"21337",1,"b",2016-09-01
"21338",3,"c",2016-10-01
"21339",4,"d",2016-11-01
"21340",5,"e",2016-12-01
"21341",1,"a",2016-08-01
"21342",1,"b",2016-09-01
"21343",3,"c",2016-10-01
"21344",4,"d",2016-11-01
"21345",5,"e",2016-12-01
"21346",1,"a",2016-08-01
"21347",1,"b",2016-09-01
"21348",3,"c",2016-10-01
"21349",4,"d",2016-11-01
"21350",5,"e",2016-12-01
"21351",1,"a",2016-08-01
"21352",1,"b",2016-09-01
"21353",3,"c",2016-10-01
"21354",4,"d",2016-11-01
"21355",5,"e",2016-12-01
"21356",1,"a",2016-08-01
"21357",1,"b",2016-09-01
"21358",3,"c",2016-10-01
"21359",4,"d",2016-11-01
"21360",5,"e",2016-12-01
"21361",1,"a",2016-08-01
"21362",1,"b",2016-09-01
"21363",3,"c",2016-10-01
"21364",4,"d",2016-11-01
"21365",5,"e",2016-12-01
"21366",1,"a",2016-08-01
"21367",1,"b",2016-09-01
"21368",3,"c",2016-10-01
"21369",4,"d",2016-11-01
"21370",5,"e",2016-12-01
"21371",1,"a",2016-08-01
"21372",1,"b",2016-09-01
"21373",3,"c",2016-10-01
"21374",4,"d",2016-11-01
"21375",5,"e",2016-12-01
"21376",1,"a",2016-08-01
"21377",1,"b",2016-09-01
"21378",3,"c",2016-10-01
"21379",4,"d",2016-11-01
"21380",5,"e",2016-12-01
"21381",1,"a",2016-08-01
"21382",1,"b",2016-09-01
"21383",3,"c",2016-10-01
"21384",4,"d",2016-11-01
"21385",5,"e",2016-12-01
"21386",1,"a",2016-08-01
"21387",1,"b",2016-09-01
"21388",3,"c",2016-10-01
"21389",4,"d",2016-11-01
"21390",5,"e",2016-12-01
"21391",1,"a",2016-08-01
"21392",1,"b",2016-09-01
"21393",3,"c",2016-10-01
"21394",4,"d",2016-11-01
"21395",5,"e",2016-12-01
"21396",1,"a",2016-08-01
"21397",1,"b",2016-09-01
"21398",3,"c",2016-10-01
"21399",4,"d",2016-11-01
"21400",5,"e",2016-12-01
"21401",1,"a",2016-08-01
"21402",1,"b",2016-09-01
"21403",3,"c",2016-10-01
"21404",4,"d",2016-11-01
"21405",5,"e",2016-12-01
"21406",1,"a",2016-08-01
"21407",1,"b",2016-09-01
"21408",3,"c",2016-10-01
"21409",4,"d",2016-11-01
"21410",5,"e",2016-12-01
"21411",1,"a",2016-08-01
"21412",1,"b",2016-09-01
"21413",3,"c",2016-10-01
"21414",4,"d",2016-11-01
"21415",5,"e",2016-12-01
"21416",1,"a",2016-08-01
"21417",1,"b",2016-09-01
"21418",3,"c",2016-10-01
"21419",4,"d",2016-11-01
"21420",5,"e",2016-12-01
"21421",1,"a",2016-08-01
"21422",1,"b",2016-09-01
"21423",3,"c",2016-10-01
"21424",4,"d",2016-11-01
"21425",5,"e",2016-12-01
"21426",1,"a",2016-08-01
"21427",1,"b",2016-09-01
"21428",3,"c",2016-10-01
"21429",4,"d",2016-11-01
"21430",5,"e",2016-12-01
"21431",1,"a",2016-08-01
"21432",1,"b",2016-09-01
"21433",3,"c",2016-10-01
"21434",4,"d",2016-11-01
"21435",5,"e",2016-12-01
"21436",1,"a",2016-08-01
"21437",1,"b",2016-09-01
"21438",3,"c",2016-10-01
"21439",4,"d",2016-11-01
"21440",5,"e",2016-12-01
"21441",1,"a",2016-08-01
"21442",1,"b",2016-09-01
"21443",3,"c",2016-10-01
"21444",4,"d",2016-11-01
"21445",5,"e",2016-12-01
"21446",1,"a",2016-08-01
"21447",1,"b",2016-09-01
"21448",3,"c",2016-10-01
"21449",4,"d",2016-11-01
"21450",5,"e",2016-12-01
"21451",1,"a",2016-08-01
"21452",1,"b",2016-09-01
"21453",3,"c",2016-10-01
"21454",4,"d",2016-11-01
"21455",5,"e",2016-12-01
"21456",1,"a",2016-08-01
"21457",1,"b",2016-09-01
"21458",3,"c",2016-10-01
"21459",4,"d",2016-11-01
"21460",5,"e",2016-12-01
"21461",1,"a",2016-08-01
"21462",1,"b",2016-09-01
"21463",3,"c",2016-10-01
"21464",4,"d",2016-11-01
"21465",5,"e",2016-12-01
"21466",1,"a",2016-08-01
"21467",1,"b",2016-09-01
"21468",3,"c",2016-10-01
"21469",4,"d",2016-11-01
"21470",5,"e",2016-12-01
"21471",1,"a",2016-08-01
"21472",1,"b",2016-09-01
"21473",3,"c",2016-10-01
"21474",4,"d",2016-11-01
"21475",5,"e",2016-12-01
"21476",1,"a",2016-08-01
"21477",1,"b",2016-09-01
"21478",3,"c",2016-10-01
"21479",4,"d",2016-11-01
"21480",5,"e",2016-12-01
"21481",1,"a",2016-08-01
"21482",1,"b",2016-09-01
"21483",3,"c",2016-10-01
"21484",4,"d",2016-11-01
"21485",5,"e",2016-12-01
"21486",1,"a",2016-08-01
"21487",1,"b",2016-09-01
"21488",3,"c",2016-10-01
"21489",4,"d",2016-11-01
"21490",5,"e",2016-12-01
"21491",1,"a",2016-08-01
"21492",1,"b",2016-09-01
"21493",3,"c",2016-10-01
"21494",4,"d",2016-11-01
"21495",5,"e",2016-12-01
"21496",1,"a",2016-08-01
"21497",1,"b",2016-09-01
"21498",3,"c",2016-10-01
"21499",4,"d",2016-11-01
"21500",5,"e",2016-12-01
"21501",1,"a",2016-08-01
"21502",1,"b",2016-09-01
"21503",3,"c",2016-10-01
"21504",4,"d",2016-11-01
"21505",5,"e",2016-12-01
"21506",1,"a",2016-08-01
"21507",1,"b",2016-09-01
"21508",3,"c",2016-10-01
"21509",4,"d",2016-11-01
"21510",5,"e",2016-12-01
"21511",1,"a",2016-08-01
"21512",1,"b",2016-09-01
"21513",3,"c",2016-10-01
"21514",4,"d",2016-11-01
"21515",5,"e",2016-12-01
"21516",1,"a",2016-08-01
"21517",1,"b",2016-09-01
"21518",3,"c",2016-10-01
"21519",4,"d",2016-11-01
"21520",5,"e",2016-12-01
"21521",1,"a",2016-08-01
"21522",1,"b",2016-09-01
"21523",3,"c",2016-10-01
"21524",4,"d",2016-11-01
"21525",5,"e",2016-12-01
"21526",1,"a",2016-08-01
"21527",1,"b",2016-09-01
"21528",3,"c",2016-10-01
"21529",4,"d",2016-11-01
"21530",5,"e",2016-12-01
"21531",1,"a",2016-08-01
"21532",1,"b",2016-09-01
"21533",3,"c",2016-10-01
"21534",4,"d",2016-11-01
"21535",5,"e",2016-12-01
"21536",1,"a",2016-08-01
"21537",1,"b",2016-09-01
